idx	model	paradigm	condition	signal	seed	out
34	MLinear	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MLinear/seed2022/pred.npy
35	MLinear	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MLinear/seed2023/pred.npy
36	NBeats	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/NBeats/seed2021/pred.npy
37	NBeats	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/NBeats/seed2022/pred.npy
38	NBeats	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/NBeats/seed2023/pred.npy
39	NBeats	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/NBeats/seed2021/pred.npy
40	NBeats	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/NBeats/seed2022/pred.npy
41	NBeats	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/NBeats/seed2023/pred.npy
42	NBeats	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/NBeats/seed2021/pred.npy
43	NBeats	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/NBeats/seed2022/pred.npy
44	NBeats	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/NBeats/seed2023/pred.npy
45	FreMLP	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/FreMLP/seed2021/pred.npy
46	FreMLP	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/FreMLP/seed2022/pred.npy
47	FreMLP	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/FreMLP/seed2023/pred.npy
48	FreMLP	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/FreMLP/seed2021/pred.npy
49	FreMLP	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/FreMLP/seed2022/pred.npy
50	FreMLP	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/FreMLP/seed2023/pred.npy
51	FreMLP	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/FreMLP/seed2021/pred.npy
52	FreMLP	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/FreMLP/seed2022/pred.npy
53	FreMLP	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/FreMLP/seed2023/pred.npy
54	MICN_Mean	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Mean/seed2021/pred.npy
55	MICN_Mean	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Mean/seed2022/pred.npy
56	MICN_Mean	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Mean/seed2023/pred.npy
57	MICN_Mean	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Mean/seed2021/pred.npy
58	MICN_Mean	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Mean/seed2022/pred.npy
59	MICN_Mean	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Mean/seed2023/pred.npy
60	MICN_Mean	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Mean/seed2021/pred.npy
61	MICN_Mean	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Mean/seed2022/pred.npy
62	MICN_Mean	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Mean/seed2023/pred.npy
63	MICN_Regre	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Regre/seed2021/pred.npy
64	MICN_Regre	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Regre/seed2022/pred.npy
65	MICN_Regre	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/MICN_Regre/seed2023/pred.npy
66	MICN_Regre	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Regre/seed2021/pred.npy
67	MICN_Regre	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Regre/seed2022/pred.npy
68	MICN_Regre	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/MICN_Regre/seed2023/pred.npy
69	MICN_Regre	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Regre/seed2021/pred.npy
70	MICN_Regre	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Regre/seed2022/pred.npy
71	MICN_Regre	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/MICN_Regre/seed2023/pred.npy
72	ModernTCN	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/ModernTCN/seed2021/pred.npy
73	ModernTCN	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/ModernTCN/seed2022/pred.npy
74	ModernTCN	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/ModernTCN/seed2023/pred.npy
75	ModernTCN	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/ModernTCN/seed2021/pred.npy
76	ModernTCN	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/ModernTCN/seed2022/pred.npy
77	ModernTCN	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/ModernTCN/seed2023/pred.npy
78	ModernTCN	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/ModernTCN/seed2021/pred.npy
79	ModernTCN	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/ModernTCN/seed2022/pred.npy
80	ModernTCN	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/ModernTCN/seed2023/pred.npy
81	PatchTST	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/PatchTST/seed2021/pred.npy
82	PatchTST	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/PatchTST/seed2022/pred.npy
83	PatchTST	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/PatchTST/seed2023/pred.npy
84	PatchTST	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/PatchTST/seed2021/pred.npy
85	PatchTST	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/PatchTST/seed2022/pred.npy
86	PatchTST	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/PatchTST/seed2023/pred.npy
87	PatchTST	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/PatchTST/seed2021/pred.npy
88	PatchTST	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/PatchTST/seed2022/pred.npy
89	PatchTST	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/PatchTST/seed2023/pred.npy
90	Transformer	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Transformer/seed2021/pred.npy
91	Transformer	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Transformer/seed2022/pred.npy
92	Transformer	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Transformer/seed2023/pred.npy
93	Transformer	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Transformer/seed2021/pred.npy
94	Transformer	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Transformer/seed2022/pred.npy
95	Transformer	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Transformer/seed2023/pred.npy
96	Transformer	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Transformer/seed2021/pred.npy
97	Transformer	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Transformer/seed2022/pred.npy
98	Transformer	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Transformer/seed2023/pred.npy
99	Autoformer	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Autoformer/seed2021/pred.npy
100	Autoformer	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Autoformer/seed2022/pred.npy
101	Autoformer	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/Autoformer/seed2023/pred.npy
102	Autoformer	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Autoformer/seed2021/pred.npy
103	Autoformer	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Autoformer/seed2022/pred.npy
104	Autoformer	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/Autoformer/seed2023/pred.npy
105	Autoformer	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Autoformer/seed2021/pred.npy
106	Autoformer	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Autoformer/seed2022/pred.npy
107	Autoformer	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/Autoformer/seed2023/pred.npy
108	TimesNet	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TimesNet/seed2021/pred.npy
109	TimesNet	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TimesNet/seed2022/pred.npy
110	TimesNet	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TimesNet/seed2023/pred.npy
111	TimesNet	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TimesNet/seed2021/pred.npy
112	TimesNet	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TimesNet/seed2022/pred.npy
113	TimesNet	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TimesNet/seed2023/pred.npy
114	TimesNet	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TimesNet/seed2021/pred.npy
115	TimesNet	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TimesNet/seed2022/pred.npy
116	TimesNet	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TimesNet/seed2023/pred.npy
117	TSMixer	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TSMixer/seed2021/pred.npy
118	TSMixer	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TSMixer/seed2022/pred.npy
119	TSMixer	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/TSMixer/seed2023/pred.npy
120	TSMixer	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TSMixer/seed2021/pred.npy
121	TSMixer	clean		Single_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TSMixer/seed2022/pred.npy
122	TSMixer	clean		Single_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/TSMixer/seed2023/pred.npy
123	TSMixer	clean		Dual_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TSMixer/seed2021/pred.npy
124	TSMixer	clean		Dual_Phase_Modulation	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TSMixer/seed2022/pred.npy
125	TSMixer	clean		Dual_Phase_Modulation	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Dual_Phase_Modulation/TSMixer/seed2023/pred.npy
126	SeasonalNaive	clean		Drift_Harmonic	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/SeasonalNaive/seed2021/pred.npy
127	SeasonalNaive	clean		Drift_Harmonic	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/SeasonalNaive/seed2022/pred.npy
128	SeasonalNaive	clean		Drift_Harmonic	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Drift_Harmonic/SeasonalNaive/seed2023/pred.npy
129	SeasonalNaive	clean		Single_Phase_Modulation	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/clean/Single_Phase_Modulation/SeasonalNaive/seed2021/pred.npy
